,date,MSFT,AMZN,COST,ALK,SBUX
0,2013-02-08,27.55,261.95,102.79,24.335,28.185
1,2013-02-11,27.86,257.21,101.99,24.4,28.07
2,2013-02-12,27.88,258.7,101.76,24.43,28.13
3,2013-02-13,28.03,269.47,101.63,24.76,27.915
4,2013-02-14,28.04,269.24,102.02,24.355,27.775
5,2013-02-15,28.01,265.09,102.17,24.49,27.17
6,2013-02-19,28.045,269.75,101.9,25.15,27.225
7,2013-02-20,27.87,266.41,101.08,24.625,26.655
8,2013-02-21,27.49,265.94,100.69,24.82,26.675
9,2013-02-22,27.76,265.42,101.16,25.4,27.085
10,2013-02-25,27.37,259.87,100.09,24.775,26.605
11,2013-02-26,27.37,259.36,99.45,24.995,26.64
12,2013-02-27,27.81,263.25,100.73,25.72,27.285
13,2013-02-28,27.8,264.27,101.29,25.775,27.425
14,2013-03-01,27.95,265.74,101.42,26.2,27.435
15,2013-03-04,28.15,273.11,103.43,27.265,27.85
16,2013-03-05,28.35,275.59,103.15,27.925,28.255
17,2013-03-06,28.09,273.79,102.56,27.84,28.55
18,2013-03-07,28.14,273.88,101.97,28.015,29.125
19,2013-03-08,28.0,274.19,103.04,28.75,29.335
20,2013-03-11,27.87,271.24,102.44,28.555,29.305
21,2013-03-12,27.91,274.13,103.75,28.515,29.14
22,2013-03-13,27.915,275.1,103.42,29.73,29.2925
23,2013-03-14,28.135,265.74,102.91,29.775,28.84
24,2013-03-15,28.035,261.82,101.74600000000001,29.62,28.83
25,2013-03-18,28.1,257.89,101.68,30.29,28.465
26,2013-03-19,28.18,256.41,102.12,30.46,28.415
27,2013-03-20,28.315,257.278,103.08,31.5,28.715
28,2013-03-21,28.11,253.39,103.52,30.925,28.525
29,2013-03-22,28.25,257.75,105.11,31.425,28.69
30,2013-03-25,28.16,256.02,105.47,31.16,28.345
31,2013-03-26,28.155,260.31,105.97,31.395,28.525
32,2013-03-27,28.37,265.3,106.64,31.645,28.455
33,2013-03-28,28.605,266.49,106.11,31.98,28.475
34,2013-04-01,28.61,261.61,105.81,31.8,28.435
35,2013-04-02,28.8,263.322,107.68,29.63,29.13
36,2013-04-03,28.56,259.03,106.36,28.91,28.85
37,2013-04-04,28.595,259.08,106.36,29.935,29.055
38,2013-04-05,28.7,255.48,105.8,29.685,28.9
39,2013-04-08,28.59,258.95,107.04,30.105,29.06
40,2013-04-09,29.61,261.14,105.79,29.525,28.705
41,2013-04-10,30.28,264.77,105.75,29.85,28.9
42,2013-04-11,28.935,269.85,106.01,29.69,29.2875
43,2013-04-12,28.79,272.87,106.13,29.57,29.545
44,2013-04-15,28.69,267.72,104.21,28.315,28.855
45,2013-04-16,28.97,272.34,105.55,30.56,29.28
46,2013-04-17,28.825,267.4,104.77,29.92,29.085
47,2013-04-18,28.79,259.42,103.61,29.355,28.86
48,2013-04-19,29.765,260.32,104.45,30.175,29.2025
49,2013-04-22,30.83,263.55,105.16,29.79,29.32
50,2013-04-23,30.6,268.9,107.25,30.57,29.695
51,2013-04-24,31.76,268.78,107.83,30.44,29.915
52,2013-04-25,31.94,274.7,109.13,30.12,30.25
53,2013-04-26,31.79,254.81,109.27,30.33,30.0
54,2013-04-29,32.61,249.74,108.63,30.58,30.29
55,2013-04-30,33.1,253.81,108.43,30.82,30.42
56,2013-05-01,32.72,248.23,108.22,29.865,30.07
57,2013-05-02,33.16,252.55,108.69,30.35,30.19
58,2013-05-03,33.49,258.05,109.75,31.365,30.935
59,2013-05-06,33.75,255.72,109.09,33.075,31.24
60,2013-05-07,33.31,257.73,109.71,33.735,31.095
61,2013-05-08,32.99,258.68,109.61,33.665,31.205
62,2013-05-09,32.66,260.16,109.14,32.915,31.18
63,2013-05-10,32.69,263.63,109.99,33.075,31.5485
64,2013-05-13,33.03,264.51,110.01,32.96,31.41
65,2013-05-14,33.53,268.33,111.39,32.735,31.76
66,2013-05-15,33.845,266.56,112.82,32.955,32.035
67,2013-05-16,34.08,264.12,111.51,31.975,31.775
68,2013-05-17,34.87,269.9,113.05,32.605,32.065
69,2013-05-20,35.08,267.63,112.02,29.865,31.915
70,2013-05-21,34.85,268.86,113.48,29.27,32.125
71,2013-05-22,34.61,262.96,113.38,28.78,32.075
72,2013-05-23,34.15,261.8,113.19,29.58,31.76
73,2013-05-24,34.269,261.74,114.39,29.315,31.68
74,2013-05-28,35.02,267.29,114.83,28.095,32.13
75,2013-05-29,34.88,265.53,112.95,27.975,31.815
76,2013-05-30,35.03,266.83,111.88,28.12,31.735
77,2013-05-31,34.9,269.2,109.631,28.41,31.57
78,2013-06-03,35.59,266.88,110.88,28.21,31.73
79,2013-06-04,34.99,265.7,110.66,28.255,31.665
80,2013-06-05,34.78,267.17,109.17,27.475,31.17
81,2013-06-06,34.96,267.83,111.09,27.395,31.51
82,2013-06-07,35.67,276.87,110.58,28.705,32.52
83,2013-06-10,35.47,281.07,110.31,28.125,33.055
84,2013-06-11,34.84,274.78,110.02,28.135,32.71
85,2013-06-12,35.0,271.67,109.4,28.2,32.225
86,2013-06-13,34.715,275.79,110.88,28.465,32.985
87,2013-06-14,34.4,273.99,111.0,28.01,32.8
88,2013-06-17,35.0,278.06,111.7,27.665,33.015
89,2013-06-18,34.98,281.76,112.085,28.14,33.5475
90,2013-06-19,34.59,278.16,110.19,27.415,33.205
91,2013-06-20,33.49,273.44,107.56,26.78,32.61
92,2013-06-21,33.265,273.36,108.65,26.075,32.345
93,2013-06-24,33.715,270.61,109.64,25.48,32.005
94,2013-06-25,33.67,272.08799999999997,110.25,25.595,32.37
95,2013-06-26,34.35,277.57,111.18,25.21,32.9
96,2013-06-27,34.62,277.55,111.49,26.045,32.845
97,2013-06-28,34.545,277.69,110.57,26.0,32.755
98,2013-07-01,34.36,282.1,110.43,26.425,33.12
99,2013-07-02,33.94,283.73,110.85,25.975,33.395
100,2013-07-03,34.01,284.03,110.91,25.91,33.65
101,2013-07-05,34.21,285.88,111.76,26.14,33.86
102,2013-07-08,34.325,290.59,112.62,25.975,34.145
103,2013-07-09,34.35,291.53,113.35,27.965,34.065
104,2013-07-10,34.7,292.33,113.65,28.77,34.05
105,2013-07-11,35.685,299.66,115.895,29.78,34.67
106,2013-07-12,35.67,307.55,116.46,30.535,34.86
107,2013-07-15,36.17,306.57,115.89,30.535,34.83
108,2013-07-16,36.27,306.87,116.53,30.08,34.76
109,2013-07-17,35.74,308.69,117.4,30.855,34.1
110,2013-07-18,35.44,304.11,117.06,30.935,34.24
111,2013-07-19,31.4,305.23,118.07,30.625,34.395
112,2013-07-22,32.01,303.48,118.05,31.08,34.51
113,2013-07-23,31.82,301.06,119.1,31.0,33.83
114,2013-07-24,31.96,298.94,117.9,30.58,33.305
115,2013-07-25,31.39,303.4,117.45,30.185,34.085
116,2013-07-26,31.62,312.01,116.57,31.29,36.68
117,2013-07-29,31.54,306.1,117.14,29.775,36.225
118,2013-07-30,31.85,302.41,116.93,30.14,35.965
119,2013-07-31,31.84,301.22,117.42,30.585,35.6445
120,2013-08-01,31.67,305.57,118.34,31.21,36.74
121,2013-08-02,31.89,304.21,119.37,31.56,37.115
122,2013-08-05,31.7,300.99,120.07,31.02,36.985
123,2013-08-06,31.58,300.75,119.5,30.385,36.4
124,2013-08-07,32.063,296.91,119.34,30.535,36.095
125,2013-08-08,32.89,295.74,117.39,30.96,36.47
126,2013-08-09,32.7,297.26,115.63,30.095,36.4
127,2013-08-12,32.87,296.69,115.73,30.305,36.465
128,2013-08-13,32.23,293.97,115.65,29.34,36.32
129,2013-08-14,32.35,291.34,113.78,29.28,35.925
130,2013-08-15,31.79,286.47,111.79,28.955,35.37
131,2013-08-16,31.8,284.82,111.9,29.245,35.355
132,2013-08-19,31.393,285.57,112.08,28.695,35.145
133,2013-08-20,31.62,287.09,112.84,29.22,35.33
134,2013-08-21,31.61,284.57,111.96,29.325,35.3565
135,2013-08-22,32.39,289.73,112.24,30.125,35.95
136,2013-08-23,34.75,290.01,113.07,30.5,35.985
137,2013-08-26,34.15,286.21,111.87,30.16,35.94
138,2013-08-27,33.26,280.93,111.67,28.485,35.08
139,2013-08-28,33.02,281.58,110.46,28.415,35.48
140,2013-08-29,33.55,283.98,111.39,28.865,35.59
141,2013-08-30,33.4,280.98,111.87,28.31,35.26
142,2013-09-03,31.88,288.8,111.98,28.245,35.8
143,2013-09-04,31.195,293.64,111.5,28.985,36.07
144,2013-09-05,31.235,294.1,114.62,28.98,36.025
145,2013-09-06,31.151999999999997,295.86,114.35,28.69,35.785
146,2013-09-09,31.655,299.71,115.35,29.265,36.22
147,2013-09-10,32.39,300.36,117.32,30.71,37.1075
148,2013-09-11,32.74,299.64,119.25,30.385,37.695
149,2013-09-12,32.69,298.86,118.19,29.65,37.835
150,2013-09-13,33.03,297.92,117.03,30.17,37.785
151,2013-09-16,32.801,296.06,117.35,30.805,37.62
152,2013-09-17,32.93,304.17,117.91,31.19,38.02
153,2013-09-18,33.32,312.034,118.64200000000001,31.305,38.665
154,2013-09-19,33.64,312.06,119.2,31.29,38.175
155,2013-09-20,32.791,316.34,117.94,31.06,38.06
156,2013-09-23,32.74,311.49,117.57,31.4,37.68
157,2013-09-24,32.455,314.13,116.34,31.87,38.275
158,2013-09-25,32.505,312.65,115.41,31.715,38.17
159,2013-09-26,32.77,318.12,116.4,32.105,38.59
160,2013-09-27,33.27,316.01,115.72,31.795,38.665
161,2013-09-30,33.28,312.64,115.17,31.31,38.485
162,2013-10-01,33.58,320.95,115.0,32.625,38.58
163,2013-10-02,33.92,320.51,114.82,32.45,38.595
164,2013-10-03,33.86,314.76,114.42,32.4,38.435
165,2013-10-04,33.88,319.04,114.44,32.39,38.7
166,2013-10-07,33.3,310.03,113.41,32.31,38.4305
167,2013-10-08,33.01,303.23,112.21,30.665,37.765
168,2013-10-09,33.07,298.23,114.59,30.72,37.63
169,2013-10-10,33.76,305.17400000000004,115.7,31.195,38.56
170,2013-10-11,34.13,310.889,115.9,31.25,38.91
171,2013-10-14,34.45,310.7,116.26,31.765,39.05
172,2013-10-15,34.49,306.4,115.36,31.35,38.355
173,2013-10-16,34.64,310.49,117.36,32.16,39.02
174,2013-10-17,34.92,310.77,118.258,32.73,39.3675
175,2013-10-18,34.96,328.931,117.64,32.765,39.655
176,2013-10-21,34.99,326.44,117.38,32.925,39.73
177,2013-10-22,34.58,332.54,117.81,33.275,40.45
178,2013-10-23,33.76,326.756,117.16,33.515,40.025
179,2013-10-24,33.72,332.21,116.24,34.84,39.525
180,2013-10-25,35.73,363.39,116.44,35.075,39.98
181,2013-10-28,35.57,358.16,117.35,35.055,39.355
182,2013-10-29,35.52,362.7,118.75,35.275,39.81
183,2013-10-30,35.54,361.08,117.76,34.87,40.415
184,2013-10-31,35.405,364.03,118.0,35.33,40.525
185,2013-11-01,35.525,359.00199999999995,119.618,36.1,40.185
186,2013-11-04,35.94,358.74,120.34,36.39,40.185
187,2013-11-05,36.64,358.892,120.13,36.21,40.995
188,2013-11-06,38.18,356.18,124.07,36.015,40.565
189,2013-11-07,37.5,343.56,122.78,35.305,39.535
190,2013-11-08,37.78,350.31,122.78,36.37,40.6
191,2013-11-11,37.59,354.37800000000004,123.02,36.68,40.495
192,2013-11-12,37.36,349.53,122.45,37.405,40.3075
193,2013-11-13,38.155,356.22,123.17,37.365,40.7305
194,2013-11-14,38.021,367.39599999999996,123.74,38.035,40.57
195,2013-11-15,37.841,369.17,124.29,37.795,40.595
196,2013-11-18,37.2,366.18,123.31,37.91,40.27
197,2013-11-19,36.74,364.94,123.63,37.845,39.96
198,2013-11-20,37.08,362.57,122.76,37.79,39.845
199,2013-11-21,37.4,368.92,123.89,37.995,40.765
200,2013-11-22,37.57,372.31,125.21,38.575,40.675
201,2013-11-25,37.64,376.64,125.17,38.995,40.355
202,2013-11-26,37.35,381.37,125.18,38.49,40.755
203,2013-11-27,37.6,386.71,125.38,39.095,40.81
204,2013-11-29,38.13,393.62,125.43,38.87,40.73
205,2013-12-02,38.45,392.3,123.69,38.47,40.535
206,2013-12-03,38.31,384.66,123.82,37.925,40.275
207,2013-12-04,38.94,385.96,122.97,37.29,39.75
208,2013-12-05,38.0,384.49,120.95,37.21,39.86
209,2013-12-06,38.36,386.95,122.06,36.755,39.97
210,2013-12-09,38.705,384.89,121.66,37.35,39.865
211,2013-12-10,38.11,387.78,120.04,37.015,38.69
212,2013-12-11,37.61,382.19,118.57,36.735,38.2
213,2013-12-12,37.22,381.25,118.22,36.155,38.24
214,2013-12-13,36.69,384.24,117.91,36.115,38.175
215,2013-12-16,36.885,388.97,118.0,36.125,38.23
216,2013-12-17,36.52,387.65,117.55,35.34,38.045
217,2013-12-18,36.58,395.96,118.5,35.355,38.84
218,2013-12-19,36.25,395.19,117.99,35.285,38.575
219,2013-12-20,36.8,402.2,118.53,36.75,38.83
220,2013-12-23,36.62,402.92,118.69,36.165,39.16
221,2013-12-24,37.08,399.2,118.69,36.57,39.285
222,2013-12-26,37.44,404.39,118.63,36.41,39.44
223,2013-12-27,37.29,398.08,118.53,36.005,39.285
224,2013-12-30,37.29,393.37,118.77,36.02,39.275
225,2013-12-31,37.41,398.79,119.02,36.685,39.195
226,2014-01-02,37.16,397.97,117.81,36.59,38.585
227,2014-01-03,36.91,396.44,117.29,37.26,38.475
228,2014-01-06,36.13,393.63,116.4,37.015,38.085
229,2014-01-07,36.41,398.03,115.86,36.995,38.605
230,2014-01-08,35.76,401.92,114.05,37.9,39.015
231,2014-01-09,35.53,401.01,118.51,38.695,38.8
232,2014-01-10,36.04,397.66,117.85,39.54,38.835
233,2014-01-13,34.98,390.98,114.77,38.725,37.56
234,2014-01-14,35.78,397.54,116.23,39.69,37.73
235,2014-01-15,36.76,395.87,116.24,39.365,38.095
236,2014-01-16,36.89,395.8,115.56,39.585,37.645
237,2014-01-17,36.38,399.61,116.29,39.255,37.45
238,2014-01-21,36.17,407.05,114.93,40.03,36.825
239,2014-01-22,35.93,404.54,113.75,40.935,36.8
240,2014-01-23,36.055,399.87,112.8,40.675,36.695
241,2014-01-24,36.805,387.6,112.13,39.825,37.49
242,2014-01-27,36.03,386.28,113.08,39.4,37.105
243,2014-01-28,36.27,394.43,114.38,39.765,36.945
244,2014-01-29,36.66,384.2,112.23,38.37,35.78
245,2014-01-30,36.86,403.01,112.73,38.94,35.955
246,2014-01-31,37.84,358.69,112.36,39.535,35.56
247,2014-02-03,36.48,346.15,110.18,37.345,34.485
248,2014-02-04,36.35,347.95,110.89,37.81,35.325
249,2014-02-05,35.82,346.45,110.51,37.55,35.245
250,2014-02-06,36.18,354.59,114.26,38.17,36.18
251,2014-02-07,36.56,361.08,114.04,38.91,37.0175
252,2014-02-10,36.8,360.87,113.85,38.355,37.4
253,2014-02-11,37.175,361.79,114.99,38.755,37.25
254,2014-02-12,37.47,349.25,114.81,39.12,36.955
255,2014-02-13,37.61,357.2,115.81,39.73,37.345
256,2014-02-14,37.62,357.35,116.1,40.745,37.515
257,2014-02-18,37.42,353.65,115.36,39.49,36.985
258,2014-02-19,37.51,347.38,114.91,39.17,36.66
259,2014-02-20,37.75,349.8,115.06,40.085,36.775
260,2014-02-21,37.98,346.76,113.19,40.77,36.28
261,2014-02-24,37.69,351.78,113.94,41.75,36.28
262,2014-02-25,37.54,358.32,115.46,42.545,35.275
263,2014-02-26,37.47,359.8,115.88,42.94,35.89
264,2014-02-27,37.86,360.13,116.22,43.15,36.095
265,2014-02-28,38.31,362.1,116.8,43.32,35.48
266,2014-03-03,37.78,359.78,115.75,43.055,35.235
267,2014-03-04,38.41,363.9,116.65,44.555,35.83
268,2014-03-05,38.11,372.37,116.47,44.735,35.65
269,2014-03-06,38.15,372.16,113.26,45.47,36.345
270,2014-03-07,37.9,372.06,113.5,44.7,36.535
271,2014-03-10,37.82,370.53,114.59,44.46,36.78
272,2014-03-11,38.02,368.82,114.71,44.405,37.515
273,2014-03-12,38.27,370.64,115.21,44.415,37.815
274,2014-03-13,37.89,371.51,114.41,43.705,37.215
275,2014-03-14,37.7,373.74,113.45,45.745,37.135
276,2014-03-17,38.05,375.04,113.46,45.95,37.09
277,2014-03-18,39.55,378.77,113.85,46.28,37.3
278,2014-03-19,39.27,373.23,112.85,46.19,37.955
279,2014-03-20,40.33,368.97,113.16,46.21,38.4775
280,2014-03-21,40.16,360.62,113.83,45.38,38.355
281,2014-03-24,40.5,351.85,113.37,45.66,37.885
282,2014-03-25,40.34,354.71,113.93,46.415,37.305
283,2014-03-26,39.79,343.41,112.49,46.01,36.77
284,2014-03-27,39.36,338.47,112.03,45.79,36.7
285,2014-03-28,40.3,338.29,111.66,45.365,36.85
286,2014-03-31,40.99,336.365,111.68,46.655,36.69
287,2014-04-01,41.42,342.99,111.86,47.05,37.005
288,2014-04-02,41.35,341.96,111.55,47.44,36.835
289,2014-04-03,41.01,333.62,111.7,47.405,36.545
290,2014-04-04,39.87,323.0,110.65,46.165,35.775
291,2014-04-07,39.8,317.76,110.789,44.91,35.215
292,2014-04-08,39.82,327.07,112.66,45.405,35.74
293,2014-04-09,40.47,331.805,113.05,47.52,36.24
294,2014-04-10,39.36,317.11,112.08,45.835,35.11
295,2014-04-11,39.209,311.73,112.08,45.26,34.365
296,2014-04-14,39.18,315.91,112.56,44.675,34.655
297,2014-04-15,39.75,316.08,112.06,44.925,34.445
298,2014-04-16,40.4,323.68,113.49,46.16,35.395
299,2014-04-17,40.01,324.91,113.5,46.47,35.075
300,2014-04-21,39.94,330.87,114.1,46.31,35.24
301,2014-04-22,39.99,329.32,113.56,46.895,35.5745
302,2014-04-23,39.69,324.58,114.79,47.98,35.195
303,2014-04-24,39.86,337.15,115.03,47.375,35.545
304,2014-04-25,39.91,303.83,115.01,46.715,35.725
305,2014-04-28,40.87,296.58,115.59,46.685,35.465
306,2014-04-29,40.51,300.38,115.4,46.97,35.32
307,2014-04-30,40.4,304.13,115.68,47.04,35.31
308,2014-05-01,40.0,307.89,115.56,47.99,35.56
309,2014-05-02,39.69,308.01,115.15,47.8,35.3
310,2014-05-05,39.43,310.05,114.49,47.585,35.46
311,2014-05-06,39.06,297.38,112.83,47.345,34.79
312,2014-05-07,39.425,292.71,111.98,47.035,34.87
313,2014-05-08,39.64,288.32,114.73,47.35,34.79
314,2014-05-09,39.54,292.24,115.39,47.33,35.145
315,2014-05-12,39.97,302.86,116.51,48.945,35.575
316,2014-05-13,40.42,304.64,116.29,48.91,35.58
317,2014-05-14,40.24,297.62,115.13,48.51,35.085
318,2014-05-15,39.6,295.19,114.35,47.825,34.925
319,2014-05-16,39.83,297.7,115.61,47.805,35.47
320,2014-05-19,39.75,296.755,116.37,48.505,35.51
321,2014-05-20,39.68,301.19,115.13,47.905,35.115
322,2014-05-21,40.35,305.01,114.52,47.94,35.2
323,2014-05-22,40.1,304.91,114.73,48.425,35.7
324,2014-05-23,40.12,312.24,114.94,49.025,35.99
325,2014-05-27,40.19,310.82,113.87,49.11,36.83
326,2014-05-28,40.01,310.16,114.24,49.705,36.635
327,2014-05-29,40.34,313.78,114.14,49.705,36.555
328,2014-05-30,40.94,312.55,116.02,49.23,36.62
329,2014-06-02,40.79,308.84,115.68,50.035,36.925
330,2014-06-03,40.29,307.19,115.51,49.945,37.09
331,2014-06-04,40.32,306.78,116.31,49.615,37.335
332,2014-06-05,41.21,323.57,117.75,49.45,37.36
333,2014-06-06,41.48,329.67,118.23,49.955,37.665
334,2014-06-09,41.27,327.5,117.78,49.505,37.59
335,2014-06-10,41.11,332.41,117.1,49.37,37.3
336,2014-06-11,40.86,335.2,116.24,48.42,37.4
337,2014-06-12,40.58,325.91,115.44,46.485,36.98
338,2014-06-13,41.23,326.27,115.3,47.57,37.345
339,2014-06-16,41.5,327.62,115.43,46.705,37.545
340,2014-06-17,41.68,325.62,115.45,47.47,37.655
341,2014-06-18,41.65,334.38,116.27,47.58,37.78
342,2014-06-19,41.51,327.0,116.26,47.44,38.615
343,2014-06-20,41.68,324.2,115.36,47.51,38.3
344,2014-06-23,41.99,327.24,115.22,46.91,38.365
345,2014-06-24,41.745,324.16,116.31,46.795,38.715
346,2014-06-25,42.03,327.44,116.27,47.65,39.06
347,2014-06-26,41.72,325.69,115.64,47.27,39.03
348,2014-06-27,42.25,324.57,115.49,47.69,38.97
349,2014-06-30,41.7,324.78,115.16,47.525,38.69
350,2014-07-01,41.87,332.39,115.44,48.79,39.04
351,2014-07-02,41.9,332.85,115.75,47.905,39.095
352,2014-07-03,41.8,337.49199999999996,116.35,48.4,39.53
353,2014-07-07,41.99,333.55,116.32,47.325,39.345
354,2014-07-08,41.78,323.81,117.46,48.395,39.28
355,2014-07-09,41.67,329.97,117.92,48.43,39.725
356,2014-07-10,41.685,327.92,118.08,49.01,39.425
357,2014-07-11,42.09,346.2,118.01,49.34,39.3
358,2014-07-14,42.14,355.32,117.36,49.75,39.28
359,2014-07-15,42.45,354.44,117.82,49.78,39.445
360,2014-07-16,44.08,355.9,117.85,49.44,39.365
361,2014-07-17,44.53,352.454,116.79,48.73,38.62
362,2014-07-18,44.69,358.66,117.7399,48.73,38.97
363,2014-07-21,44.835,359.76,117.04,48.35,38.805
364,2014-07-22,44.83,360.84,117.55,48.87,39.37
365,2014-07-23,44.87,358.14,117.59,49.69,39.57
366,2014-07-24,44.4,358.61,118.14,45.03,40.225
367,2014-07-25,44.5,324.01,117.55,45.77,39.37
368,2014-07-28,43.97,320.41,117.12,45.68,39.18
369,2014-07-29,43.885,320.0,118.9,46.18,39.325
370,2014-07-30,43.5785,322.51,118.18,44.9,39.45
371,2014-07-31,43.16,312.99,117.54,43.97,38.84
372,2014-08-01,42.86,307.06,117.88,44.45,38.49
373,2014-08-04,43.37,313.65,118.15,43.5,38.765
374,2014-08-05,43.08,312.32,118.05,42.72,38.395
375,2014-08-06,42.74,313.89,119.59,42.94,38.565
376,2014-08-07,43.23,311.45,117.8,42.76,38.355
377,2014-08-08,43.2,316.8,119.16,43.21,38.81
378,2014-08-11,43.2,318.33,119.18,43.88,38.935
379,2014-08-12,43.52,319.32,119.01,43.67,38.91
380,2014-08-13,44.08,326.28,118.64,44.67,38.62
381,2014-08-14,44.27,333.21,119.26,45.2,38.31
382,2014-08-15,44.79,333.63,118.57,45.46,38.455
383,2014-08-18,45.11,334.53,119.46,47.01,38.795
384,2014-08-19,45.33,335.13,120.61,46.8,39.06
385,2014-08-20,44.95,335.78,120.91,47.14,39.015
386,2014-08-21,45.22,332.91,121.62,46.03,38.735
387,2014-08-22,45.15,331.59,121.29,46.49,38.64
388,2014-08-25,45.17,334.02,121.39,46.89,38.985
389,2014-08-26,45.005,341.83,121.09,46.28,38.895
390,2014-08-27,44.87,343.18,121.24,46.5,38.96
391,2014-08-28,44.88,340.02,120.97,46.53,38.905
392,2014-08-29,45.43,339.04,121.08,46.34,38.905
393,2014-09-02,45.09,342.38,121.56,48.24,38.74
394,2014-09-03,44.96,339.0,121.35,47.54,38.395
395,2014-09-04,45.26,345.95,125.15,47.63,38.58
396,2014-09-05,45.91,346.38,127.01,47.14,38.975
397,2014-09-08,46.47,342.34,126.6,47.33,38.835
398,2014-09-09,46.76,329.75,126.11,46.6,38.56
399,2014-09-10,46.84,331.33,126.17,47.49,38.605
400,2014-09-11,47.0,330.52,125.94,47.36,38.06
401,2014-09-12,46.695,331.19,125.37,47.27,37.735
402,2014-09-15,46.24,323.89,125.71,46.26,37.46
403,2014-09-16,46.76,327.76,126.43,46.75,37.545
404,2014-09-17,46.52,324.0,126.01,46.16,37.67
405,2014-09-18,46.68,325.0,126.48,46.84,37.865
406,2014-09-19,47.52,331.32,126.5,46.22,38.035
407,2014-09-22,47.06,324.5,125.83,45.21,37.3
408,2014-09-23,46.56,323.63,125.51,44.1,36.9775
409,2014-09-24,47.08,328.21,127.62,44.84,37.66
410,2014-09-25,46.04,321.93,125.66,43.72,37.06
411,2014-09-26,46.41,323.21,125.54,44.42,37.585
412,2014-09-29,46.44,321.82,125.32,43.85,37.635
413,2014-09-30,46.36,322.44,125.32,43.54,37.73
